HospitalName,Latitude,Longitude,Email
Thite Multispeciality Hospital,18.5629303,73.9400147,datasciencetestmail@gmail.com
Metropolis Healthcare Ltd,18.5078453,73.8265103,datasciencetestmail@gmail.com
Shree laxmi Hospital,18.5503379,73.9373754,datasciencetestmail@gmail.com
Joshi Hospital,18.5178773,73.842284,datasciencetestmail@gmail.com
Ruby Hall,18.5334658,73.8769727,datasciencetestmail@gmail.com
Benecare Superspeciality Hospital,18.5639725,73.777019,datasciencetestmail@gmail.com
Tirupati Hospital,18.5167814,73.774807,datasciencetestmail@gmail.com
Mule Hospital and Chikitsalay diagnostics,18.5867313,73.7809817,datasciencetestmail@gmail.com
Little miracle childrens hospital,18.5945809,73.7687807,datasciencetestmail@gmail.com
Manipal Hospital,18.5663598,73.7695757,datasciencetestmail@gmail.com
Aashirwad Hospital,18.479729,73.8282621,datasciencetestmail@gmail.com
Todkar Hospital,18.5107733,73.8660853,datasciencetestmail@gmail.com
Modern Hospital,18.5157161,73.8688388,datasciencetestmail@gmail.com
mothercare hospital,18.4873135,73.8761077,datasciencetestmail@gmail.com
metro advanced homeopathy clinic,18.4864264,73.8740424,datasciencetestmail@gmail.com
suraj hospital,18.4814426,73.872471,datasciencetestmail@gmail.com
anvi ENT and thyroid clinic,18.4840027,73.8716266,datasciencetestmail@gmail.com
sharda clinic,18.5012435,73.8663445,datasciencetestmail@gmail.com
sai seva nursing home,18.5067065,73.8798238,datasciencetestmail@gmail.com
immunology and rheumatology clinic,18.4958983,73.8886709,datasciencetestmail@gmail.com
sahyadri hospital,18.4781663,73.8621023,datasciencetestmail@gmail.com
harsh hospital,18.4803051,73.8661942,datasciencetestmail@gmail.com
apollo clinic,18.5644671,73.9139265,datasciencetestmail@gmail.com
bhagali clinic and nursing home,18.474674,73.8580682,datasciencetestmail@gmail.com
sayar hospital,18.4734893,73.8626065,datasciencetestmail@gmail.com
isshan orthopedic hospital,18.4728083,73.8631451,datasciencetestmail@gmail.com
dr kashyab nursing home,18.4705573,73.8643492,datasciencetestmail@gmail.com
Bora Hospital,18.5104549,73.8639446,datasciencetestmail@gmail.com
kedari Hospital,18.5152955,73.8754518,datasciencetestmail@gmail.com
Umarji Hospital,18.5119365,73.857759,datasciencetestmail@gmail.com
Panchsheel Hospital,18.5140768,73.8692464,datasciencetestmail@gmail.com
Sardar Patel Genral Hospital,18.5027364,73.8771188,datasciencetestmail@gmail.com
Meera Hospital,18.5023171,73.8746937,datasciencetestmail@gmail.com
Allice Munot Hospital,18.5025502,73.8686991,datasciencetestmail@gmail.com
Kering Hospital,18.5030034,73.8681299,datasciencetestmail@gmail.com
G.M Babubbhai Memo Hospital,18.508112,73.8751436,datasciencetestmail@gmail.com
Military Hospital,18.4924252,73.8823382,datasciencetestmail@gmail.com
CHandralok Hospital,18.4803326,73.8610219,datasciencetestmail@gmail.com
Sangam Hospital,18.4757475,73.857877,datasciencetestmail@gmail.com
Oyster and Pearl Hospital,18.5318931,73.8472769,datasciencetestmail@gmail.com
Ghaisas ENT Hospital,18.5172397,73.8423562,datasciencetestmail@gmail.com
Phadke Hospital,18.5183149,73.843879,datasciencetestmail@gmail.com
Seth Tarachand Hospital,18.5177725,73.864031,datasciencetestmail@gmail.com
Shre Samarth Hospital,18.5180497,73.8658612,datasciencetestmail@gmail.com
Ruby Hall Clinic,18.5327841,73.8773654,datasciencetestmail@gmail.com
Red blood hospital,18.5273893,73.8710163,datasciencetestmail@gmail.com
Nityashraddha super speciality hospital,18.5278495,73.8760898,datasciencetestmail@gmail.com
N. M. Wadia Institute of Cardiology,18.5307461,73.8771922,datasciencetestmail@gmail.com
WEST VALLEY MULTISPECIALITY HOSPITAL PVT LTD,18.5351432,73.8765318,datasciencetestmail@gmail.com
Kawediya Hospital,18.5242312,73.8627099,datasciencetestmail@gmail.com
Unique Hospital,18.5221641,73.8676777,datasciencetestmail@gmail.com
Sadhu Vaswani Missions Medical Complex,18.5347719,73.8874441,datasciencetestmail@gmail.com
Poona Hospital and Research Centre,18.510644,73.8420437,datasciencetestmail@gmail.com
DEENDAYAL MEMORIAL HOSPITAL,18.5249802,73.8411721,datasciencetestmail@gmail.com
KAMLA NEHRU HOSPITAL,18.5229428,73.8620344,datasciencetestmail@gmail.com
GLOBAL HOSPITAL & RESEARCH,18.5012869,73.8410045,datasciencetestmail@gmail.com
RANKA HOSPITAL,18.4949578,73.8619001,datasciencetestmail@gmail.com
Joshi Hospital,18.5179034,73.8422853,datasciencetestmail@gmail.com
Prayag Hospital,18.5174841,73.842789,datasciencetestmail@gmail.com
PUNE ADVENTIST HOSPITAL,18.491946,73.8709604,datasciencetestmail@gmail.com
HARIJIVAN HOSPITAL,18.5001316,73.8543108,datasciencetestmail@gmail.com
hospital26,18.5583938,73.9309874,datasciencetestmail@gmail.com
Shashwat Hospital,18.4944973,73.8135873,datasciencetestmail@gmail.com
Chavan Hospital,18.459162,73.8254504,datasciencetestmail@gmail.com
Dr Mhaske Hospital and Research Centre Pvt Ltd,18.500696,73.9415815,datasciencetestmail@gmail.com
Vaibhav Nursing Home,18.5875992,73.8871753,datasciencetestmail@gmail.com
Alpha hospital,18.5984803,73.7640386,datasciencetestmail@gmail.com
Care Hospital,18.4645854,73.8906932,datasciencetestmail@gmail.com
,,,datasciencetestmail@gmail.com
Shatayu Hospital Hinjewadi,18.5958868,73.7408138,datasciencetestmail@gmail.com
LifeTree Hospital Hinjawadi,18.5915925,73.7435469,datasciencetestmail@gmail.com
Ashtavinayak Dental Clinic,18.5985006,73.8161559,datasciencetestmail@gmail.com
Datacha Dawakhana,18.5982284,73.816064,datasciencetestmail@gmail.com
SANJIVANI HOSPITAL,18.5954785,73.8164532,datasciencetestmail@gmail.com
घनवट हॉस्पिटल,18.595659,73.8163512,datasciencetestmail@gmail.com
Shri Hospital,18.5969714,73.8152038,datasciencetestmail@gmail.com
,,,datasciencetestmail@gmail.com
Chirayu hospital,18.5981183,73.7639672,datasciencetestmail@gmail.com
ASG eye hospital,18.5967134,73.7904165,datasciencetestmail@gmail.com
White Shine Multispeciality Dental Clinic,18.5755375,73.9069211,datasciencetestmail@gmail.com
test hospital,18.5255793,73.8539506,datasciencetestmail@gmail.com
Jeevan Uday Multispeciality Hospital,18.4429741,73.7807861,datasciencetestmail@gmail.com
Bvmfs Bharti Hospital and Research Center,18.45944773,73.85689369,datasciencetestmail@gmail.com
Rajiv Gandhi Hospital,18.54557625,73.8837641,datasciencetestmail@gmail.com
Inamdar Hospital,18.50313778,73.90004139,datasciencetestmail@gmail.com
Deenanath Mangeshkar Hospital,18.50192997,73.8327572,datasciencetestmail@gmail.com
KEM Hospital,18.52015358,73.86699622,datasciencetestmail@gmail.com
Prayag Hospital,18.5174781,73.84278403,datasciencetestmail@gmail.com
Phadke Hospital,18.51833005,73.84387975,datasciencetestmail@gmail.com
Poona Hospital and Research Centre,18.5106729,73.84201933,datasciencetestmail@gmail.com
Kamla Nehru Hospital,18.52294895,73.86207229,datasciencetestmail@gmail.com
Sancheti Hospital,18.52987341,73.85288439,datasciencetestmail@gmail.com
Sahyadri Hospital,18.51307546,73.83928971,datasciencetestmail@gmail.com
Deoyani Hospital,18.49588619,73.81228199,datasciencetestmail@gmail.com
Noble Hospital,18.50492293,73.92713467,datasciencetestmail@gmail.com
Ruby Hall Clinic,18.48544756,73.90471983,datasciencetestmail@gmail.com
Jog Hospital,18.50943131,73.82115361,datasciencetestmail@gmail.com
Deendayal Memorial Hospital,18.5249981,73.84108603,datasciencetestmail@gmail.com
Oyster and Pearl Hospital Tulip,18.53189683,73.84727415,datasciencetestmail@gmail.com
Navalmal Firodiya Super-Speciality Hospital,18.51709136,73.83302291,datasciencetestmail@gmail.com
"Sanjeevan Hospital, Pune",18.51020083,73.8370971,datasciencetestmail@gmail.com
Ratna Memorial Hospital,18.52765434,73.82952379,datasciencetestmail@gmail.com
PMC - Late. Jayabai Nanasaheb Sutar Maternity Home,18.50360915,73.80769535,datasciencetestmail@gmail.com
Hardikar Hospital,18.5302509,73.8475403,datasciencetestmail@gmail.com
Shashwat Hospital,18.55973115,73.8028421,datasciencetestmail@gmail.com
Jehangir Hospital,18.53033073,73.87654913,datasciencetestmail@gmail.com
Ankura Hospital,18.56539704,73.80473037,datasciencetestmail@gmail.com
Helambe Hospital,18.58977967,73.75205082,datasciencetestmail@gmail.com
Kodre Hospital,18.53171663,73.9378623,datasciencetestmail@gmail.com
skincare clinic,18.48591753,73.88856918,datasciencetestmail@gmail.com
Chandralok Hospital,18.4803325,73.8610232,datasciencetestmail@gmail.com
Annachatre Clinic,18.49021215,73.8494687,datasciencetestmail@gmail.com
Joshi Multispeciality Hospital,18.44688105,73.79993378,datasciencetestmail@gmail.com
Bandal complex,18.50722832,73.79477834,datasciencetestmail@gmail.com
Sharad Hospital,18.4684452,73.8189649,datasciencetestmail@gmail.com
Dalvi Hospital,18.53313959,73.8487919,datasciencetestmail@gmail.com
"Inlaks and Budhrani Hospital,Sadhu Vaswani Mission's Medical Complex",18.53503095,73.8873783,datasciencetestmail@gmail.com
Naydu Rugnalay,18.53134649,73.86902864,datasciencetestmail@gmail.com
Jupiter Hospital,18.56570504,73.78599236,datasciencetestmail@gmail.com
Ruby Hospital,18.58990652,73.86338987,datasciencetestmail@gmail.com
Dr. Naaz,18.57373056,73.82483833,datasciencetestmail@gmail.com
Surya mother and child care super speciality Hospital,18.58733454,73.75809593,datasciencetestmail@gmail.com
Shatayu Hospital Hinjewadi,18.59586243,73.74090024,datasciencetestmail@gmail.com
Cradle maternity and women care,18.5907775,73.78494915,datasciencetestmail@gmail.com
Military Hospital Cardio-Thoracic Center,18.49244742,73.88248331,datasciencetestmail@gmail.com
Aundh Chest Hospital,18.57625086,73.80630295,datasciencetestmail@gmail.com
Seth Tarachand Hospital,18.51778811,73.86409122,datasciencetestmail@gmail.com
